"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Gabon","GAB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","70.79908","71.03988","71.5326","76.69045","76.48503","77.95317","77.50675","76.73477","76.17908","","78.19176","79.06131","80.14477","80.1808","","81.69551","81.16813","","","79.56314","82.24123","84.87946","92.11067","93.86034","94.87488","94.21612","93.1328","93.97631","95.18473","95.39748","95.67337","96.61247","97.0797","96.61894","97.42833","94.19442","92.71672","93.75392","95.36203","96.79978","93.37553","90.85161","94.1207","97.54052","98.45768","","97.23472","","","","",
"Georgia","GEO","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.25802","76.481","","83.31987","86.62082","","","","","90.22191","92.61643","","92.98594","","","","","89.82204","91.58255","92.79255","93.5214","95.0518","96.84329","","","",
"Ghana","GHA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.82961","29.31743","28.19991","29.69717","30.71382","","33.88762","35.51335","40.95638","41.85518","40.67466","","","","51.31482","51.3943","55.00608","55.50014","55.81603","58.78122","57.88249","","",
"Gibraltar","GIB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.91416","91.58576","","","","",
"Guinea","GIN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","4.42462","","","3.53114","3.41592","","","","","","","","","6.4184","","9.20993","10.71844","12.18801","13.11167","15.83136","18.1986","","","","","23.11503","","","25.56081","","","","","","","",
"Gambia, The","GMB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","4.94979","4.59013","","","","7.30077","8.62402","8.97779","8.91362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","1.29227","1.27983","","1.39481","","","","","","","","","","","","","","","","6.12355","","","","","","","","","","","","","","","","","","","","","",
"Equatorial Guinea","GNQ","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.91028","","","","","","17.87846","","","","","","","","","","","","","","","","",
"Greece","GRC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","46.72245","50.34195","51.36421","52.33023","53.53872","56.23303","57.96076","61.41234","63.3016","68.41747","","74.84319","","77.33252","78.75046","79.52663","81.18904","80.88782","81.632","","81.9191","82.13202","","79.89287","","83.44352","82.95167","82.75083","82.31914","82.53356","84.37694","86.29968","85.63833","86.98944","89.85653","89.27623","86.77027","","","95.55662","","","93.18355","90.71566","91.72493","91.72496","92.61503","","","","",
"Grenada","GRD","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","24.90921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.34112","81.97817","92.673","87.08363","","","","","","","","88.67117","92.21781","96.56098","","82.76135","","","","",
"Greenland","GRL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","6.90698","","8.25653","8.85316","","","","","","","","","","","","","","","","","","","","","","","","20.18352","23.18647","26.4144","26.99068","","","","","","35.85935","37.34713","40.37961","40.73043","41.24971","41.45855","41.9082","42.89968","42.78212","42.6191","42.97926","","","",
"Guam","GUM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","54.72811","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.48716","","","","","","","","","","76.32264","","88.59825","84.39333","","","","","","","","","",
"High income","HIC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","77.56741","78.01172","77.65126","77.47211","77.29252","78.26223","79.45208","81.70531","83.54604","84.21885","84.53154","84.6808","84.34303","84.11826","84.58834","85.54786","85.44178","86.92639","87.82023","88.37045","88.18429","87.99102","88.21791","88.58001","88.55204","88.70855","88.92552","89.16642","89.86311","90.6114","90.8785","91.19571","91.268","","","",
"Hong Kong SAR, China","HKG","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","29.49158","31.09452","33.51001","36.4664","40.08335","43.49559","46.6482","50.67473","55.97687","59.54322","62.80297","","68.4077","69.82868","71.65372","","","","","","","","","","","79.30415","","","","","73.66516","73.46436","74.03908","74.76297","75.75441","76.1082","77.20908","78.4339","79.40112","80.16382","78.6769","90.60983","89.29547","89.51098","89.9948","92.30363","94.22031","96.54371","","","",
"Honduras","HND","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","25.53384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.84987","44.46699","44.33387","45.81378","46.71862","","","","",
"Heavily indebted poor countries (HIPC)","HPC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6759","12.62898","12.72591","13.05248","13.09863","13.17969","13.79844","14.30948","14.91729","15.44028","16.05972","16.72659","17.65551","18.79549","20.07638","21.53237","23.10107","24.37313","25.7815","26.81441","27.77527","28.21904","28.95092","29.97528","29.71216","30.11568","30.48065","","","",
"Croatia","HRV","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.82476","83.18619","83.45319","84.39449","86.01277","","89.58715","","","94.58472","98.32342","97.97959","95.73551","95.55625","94.69333","93.71508","94.04569","93.48202","94.05053","","","","",
"Haiti","HTI","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.57994","82.26287","83.99834","85.38495","87.6171","88.97603","90.45344","89.0023","89.84116","89.98021","90.02103","89.37668","89.03695","89.04917","88.22474","88.82004","89.6237","89.88706","89.33125","89.18509","89.51638","","","","",
"IBRD only","IBD","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.29885","54.75221","55.89123","56.92756","57.97407","59.36224","60.70912","61.97822","62.94343","64.54209","65.79526","66.6165","68.6195","70.6226","71.45665","73.03925","74.10299","74.02076","73.91245","74.4906","74.77997","","","",
"IDA & IBRD total","IBT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.98367","47.42636","48.48688","49.47115","50.41031","51.57651","52.61699","53.52267","54.30229","55.41123","56.33168","57.06375","58.65158","59.99452","60.63106","61.7544","62.6317","62.68639","62.77908","63.23263","63.23281","","","",
"IDA total","IDA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.85018","24.43345","25.31212","26.19728","26.93838","27.87856","28.44141","29.05636","30.19647","30.96664","32.0151","33.35579","34.74546","35.24059","35.96327","36.54295","37.4741","38.34268","39.32804","39.79571","39.52295","","","",
"IDA blend","IDB","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.77282","27.51277","27.70499","28.5431","28.96032","29.58017","31.16369","31.45523","32.94708","33.2981","34.75726","36.13247","37.54153","37.31798","37.19538","38.49956","39.5244","39.44573","41.30701","42.05045","42.98152","","","",
"Indonesia","IDN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","12.20769","12.42272","12.99715","14.61838","15.38111","15.88172","17.06446","","","","","","","","","","","","","","","","","38.75642","","","","","","49.27326","50.48961","53.1074","54.67966","53.12387","57.81846","65.05054","63.80221","64.28802","66.52676","73.10344","75.29503","74.33205","74.88044","76.28108","","","79.88474","","","",
"IDA only","IDX","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","11.79169","12.12116","12.59735","","","14.02579","14.38097","14.52848","14.69314","15.00227","15.29789","15.3706","15.18779","15.92764","16.5702","17.13433","17.80253","18.94715","19.75484","20.59943","21.84085","22.85927","24.09167","24.99658","25.90688","27.0216","27.04373","27.8201","28.77601","29.77278","30.60892","31.93847","33.32735","34.20627","35.36892","35.57375","36.4531","37.81075","38.34429","38.66645","37.76916","","","",
"Isle of Man","IMN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.40373","","","","","","","","",
"Not classified","INX","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","65.27091","66.60876","71.99019","75.2748","77.93356","79.58609","80.45519","81.26704","","","","85.27954","","","","","","","","","80.0726","81.63788","","","84.93426","84.65288","83.61115","90.30869","92.3316","93.21932","93.56763","94.84328","95.37459","96.12372","96.33118","96.36581","96.96115","96.39946","97.6914","98.01097","","98.72828","","","","","","","","","",
"Iran, Islamic Rep.","IRN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.81558","74.15788","76.3366","77.89786","74.20273","75.86485","","78.52265","80.37532","","","","",
"Iraq","IRQ","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","16.03321","16.28303","18.03424","21.15286","24.54918","27.28238","29.11123","30.90821","","","29.66784","","30.3448","30.03772","30.05096","","","","28.14183","","","","","","24.26862","25.71197","","","30.99313","33.61978","","","40.25403","","","","","","","","","","","","","","",
"Iceland","ISL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.69995","86.01917","84.70038","83.97959","86.79452","89.33811","90.99608","91.62347","91.31714","91.00058","89.85709","87.98982","88.56614","87.2124","87.57962","88.89241","89.8803","90.59733","91.28505","92.39913","","","","",
"Israel","ISR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.52347","99.758","100","100","99.30306","100","100","100","100","","","","100","100","100","100","100","","","","","","",
"Italy","ITA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.82697","85.71061","89.51001","91.03483","92.00271","93.42384","93.34489","94.04438","93.73659","95.6391","95.48233","96.65725","94.85795","94.54686","95.89194","96.04722","96.36458","96.148","95.29366","","","","",
"Jamaica","JAM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","59.95679","62.41892","62.35562","","","","68.19273","","64.60422","62.296","63.06314","61.61232","","","","","","","","","","","","","81.79052","77.66733","76.70708","77.43024","78.11661","83.26914","83.68249","","","","","","79.77297","","76.82425","76.63848","75.65635","76.38275","76.32316","76.31102","","","",
"Jordan","JOR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.5918","77.75032","","80.60307","81.06448","79.77811","78.06321","80.60289","","81.50343","","","77.95699","","70.79185","69.31232","","","62.83679","63.52398","","","",
"Japan","JPN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.21754","","","","","","94.73657","","","","92.86819","93.25123","","","","","","","","","","",
"Kenya","KEN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.51224","","33.96011","35.10269","38.50494","40.31582","40.22798","40.92977","46.66194","45.79807","","","","","","","","","","","","",
"Kyrgyz Republic","KGZ","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.63853","80.81334","80.86449","80.67316","","","","","","","80.19315","80.74089","82.12617","82.93139","84.12084","","","",
"Cambodia","KHM","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.71936","10.40213","11.18099","12.40784","16.67692","20.71178","23.3524","","29.93563","33.68054","36.66987","","","","","","","","","","","","","",
"Kiribati","KIR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","23.58624","","","","","","","","","","","","","","","","","73.59335","74.14503","72.94061","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","67.59416","","77.12727","77.40492","","","79.83963","","","","","","","","","","94.40806","95.0951","93.07079","91.94597","","91.65394","100","100","94.94549","95.88776","79.28401","97.95336","95.91935","98.0873","99.6962","","","","","",
"Korea, Rep.","KOR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","28.1823","31.73813","34.75801","37.99383","41.53676","45.36355","49.26265","52.84017","57.00365","63.48912","68.84013","","","77.892","80.52252","83.35642","","","84.43763","","86.89837","86.1317","","","","95.90705","94.12812","93.74754","93.16661","92.98875","93.83554","93.80144","94.84258","95.74507","96.33713","94.97802","94.34829","93.45759","94.5104","94.7059","95.40711","96.28801","97.59765","98.09038","97.47823","97.87641","97.80743","","","","",
"Kuwait","KWT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","48.75784","49.38628","49.11181","","","","","","","","","","","","","","","","","","","46.43101","","67.47845","","96.75963","92.9054","","83.99987","82.30239","81.66662","","","","","93.75522","91.94043","90.93286","87.59613","89.48552","87.4917","88.37848","87.03458","86.31032","88.71225","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.13697","66.55758","67.33614","68.3239","69.34028","67.6684","68.9402","70.11426","70.91648","71.43501","73.91372","74.72147","74.92335","75.18047","74.66772","77.69926","78.20254","78.21257","78.93966","78.71033","78.86107","","","",
"Lao PDR","LAO","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.21068","12.4672","14.90033","","","17.92807","20.26841","22.5211","24.04737","25.75092","26.72843","30.00867","31.75193","32.1452","31.59431","32.74447","34.05004","35.6518","37.70622","38.42207","41.55887","45.48018","51.07426","54.81054","57.83282","59.29533","59.35568","","","",
"Lebanon","LBN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liberia","LBR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.34193","14.61057","","","","","","",
"Libya","LBY","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","33.63989","41.06651","45.35884","48.05517","46.58299","","48.924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.40484","69.52071","67.54648","67.64304","70.63699","61.4782","74.43026","76.11239","82.3406","82.41359","84.75252","82.96418","82.5895","82.16025","80.5875","","79.99464","80.2935","81.87527","81.71289","","","",
"Latin America & Caribbean","LCN","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.47982","66.95838","67.82463","68.8394","69.88445","68.35831","69.58987","70.72011","71.47666","71.91685","74.27278","75.00194","75.25359","75.47695","74.99047","77.9791","78.46832","78.4996","79.19809","78.93313","79.07735","","","",
"Least developed countries: UN classification","LDC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","8.65811","8.82818","9.14551","9.57869","9.66318","10.39239","11.00478","11.41344","11.51284","11.65943","11.96165","12.21432","12.42829","12.23489","13.06968","13.83817","14.53872","15.40615","16.64963","17.61427","18.48274","19.81688","20.87408","22.07151","23.00724","23.8927","24.33862","24.19485","24.89336","25.86584","26.78616","27.63794","29.11726","30.58352","31.46895","32.75704","33.60878","34.7161","36.09961","36.67048","36.91462","35.80764","","","",
"Low income","LIC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.76074","15.57123","15.47601","15.93693","16.14427","16.12005","16.82243","17.01113","17.84554","18.44718","19.29506","20.92194","21.90672","23.02294","24.18954","25.16454","26.71067","27.67069","29.03108","30.28114","31.25175","30.32438","30.67395","31.42483","30.64733","30.87281","30.97367","","","",
"Liechtenstein","LIE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.68667","89.68421","","","","86.72986","85.73351","85.8004","85.85724","87.20853","","","84.22865","83.75706","74.38495","","","","",
"Sri Lanka","LKA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","61.18844","","","","","","","","","","","","","","","","","","","","","","","","85.77321","86.88108","","","","","","90.43005","92.25549","","","",
"Lower middle income","LMC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.36152","37.52671","38.53731","40.01771","41.87168","43.01751","43.98605","45.25852","47.2152","48.70133","49.10457","51.31839","53.42572","55.10399","56.63724","57.06014","57.52835","58.23183","59.64078","59.73422","","","",
"Low & middle income","LMY","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.80208","47.24292","48.30969","49.30187","50.24468","51.42416","52.4879","53.39994","54.19374","55.31767","56.24784","56.98961","58.58402","59.93885","60.58257","61.70152","62.58371","62.63716","62.73325","63.19568","63.19792","","","",
"Lesotho","LSO","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","5.31066","","7.69266","","","","11.81476","11.79062","14.38708","15.28666","15.89312","16.31618","15.44958","15.53031","15.80792","16.17788","","","","","17.9605","19.8503","20.79402","19.87875","","21.10095","","16.81663","20.12859","22.00631","24.20202","25.10837","26.41678","28.05147","30.53052","31.3836","33.34809","36.27022","40.08427","44.71418","47.96394","48.96679","49.39943","49.5348","50.84718","50.02598","","","","","",
"Late-demographic dividend","LTE","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.54593","69.50003","69.96523","70.37404","70.31763","70.78396","71.96668","73.46097","74.29442","75.59074","76.57893","78.65586","80.50969","81.4094","80.85633","82.57053","85.13286","84.67427","84.80509","84.22266","84.63669","","","",
"Lithuania","LTU","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.71006","","","90.11215","89.67073","91.3123","93.19705","94.49913","96.28332","97.79987","98.83965","100","","","98.05013","97.33785","97.43288","97.0619","97.38504","97.5809","97.43572","97.42968","98.3545","","","","",
"Luxembourg","LUX","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","43.71981","44.01856","44.82354","45.99857","56.40541","56.76356","57.77813","","","","","66.54351","66.29177","67.01512","","68.02655","67.93673","62.72063","","","","","","","","72.18904","72.22436","","86.34074","86.45438","83.96892","82.71069","82.62124","82.14701","85.63554","85.59362","85.78138","86.34248","","88.45178","88.29036","87.61998","87.16007","86.82422","86.40325","86.34294","85.22662","","","","",
"Latvia","LVA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.48556","91.12484","91.55861","92.38653","92.11627","94.49153","93.89917","93.83779","94.71059","94.93903","","","","",
"Macao SAR, China","MAC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.80246","","57.96687","","","","","","","68.26462","71.89039","74.64973","72.40363","70.86169","69.29429","68.42639","67.8951","68.12021","68.34771","70.65692","72.59098","74.90167","75.96144","76.66443","77.14902","79.37816","83.97504","86.30034","88.4108","","","",
"St. Martin (French part)","MAF","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.60817","40.11757","42.94471","44.83368","","48.441","51.04842","53.63253","","","","","63.17838","64.49911","","","",
"Monaco","MCO","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.32603","79.26055","80.22968","81.72034","83.18216","83.22422","83.05661","81.85387","85.21789","80.48338","79.31622","78.39118","78.3322","77.7174","77.1835","76.6095","76.56169","77.78425","77.59551","","","",
"Madagascar","MDG","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.49195","","21.8651","23.8045","24.79048","","29.92304","31.1439","","31.56835","31.1388","31.06385","30.28809","31.03119","","","",
"Maldives","MDV","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.20919","39.6481","","50.58598","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","17.70158","17.82773","19.59582","20.94308","21.9083","23.66734","25.4167","27.21097","29.00194","30.07824","31.04123","31.81309","33.09011","34.13931","35.26792","36.4819","38.34212","39.78736","40.80874","42.17278","44.75599","45.46037","45.64418","47.32005","49.87864","50.74646","51.55383","53.38863","55.11159","56.93202","58.20964","59.14554","59.98598","61.20917","62.41996","62.62322","63.09084","62.86044","64.33042","66.19974","66.57702","69.24243","69.84937","67.38518","67.90363","68.66013","69.57428","70.24928","70.76348","","","",
"Mexico","MEX","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.34634","55.69336","","60.52722","63.48432","65.42137","67.17648","68.68108","70.21508","71.19059","71.4186","71.64942","72.06915","72.97666","76.69695","78.65028","81.00084","82.32134","82.50117","","","","",
"Marshall Islands","MHL","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.46563","","","","","51.01361","","","","","","","","58.7011","58.42967","","","","","",
"Middle income","MIC","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.85554","50.35684","51.46995","52.52999","53.51749","54.75491","55.90513","56.90115","57.79032","59.09127","60.10605","60.9676","62.7457","64.25291","64.95989","66.51271","67.54648","67.60717","67.95685","68.53343","68.61016","","","",
"North Macedonia","MKD","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.59176","","","","","","","","","","","","","","","","",
"Mali","MLI","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","1.6703","","","","","","","","","","","","","","","","","","","","4.00533","","","","","","","","","","","","","","","","","21.57878","22.55266","24.73725","26.05559","","29.00992","29.84082","27.71759","27.73266","26.13803","26.81248","","","",
"Malta","MLT","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","50.52952","55.6204","59.207","59.69965","67.07201","69.397","65.29218","63.49599","61.05338","65.61409","62.40057","68.08045","72.25444","73.97007","76.90945","75.05923","73.90615","74.25073","75.12351","77.31684","77.83846","80.41933","80.00205","78.80144","80.91534","82.75585","81.41419","80.54673","79.17236","81.92398","81.15571","82.64271","87.37437","90.51167","89.33641","86.65017","","81.22545","","82.61997","","90.2793","89.35361","90.23435","91.74513","91.76873","94.47046","","","","",
"Myanmar","MMR","School enrollment, secondary, female (% net)","SE.SEC.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.18907","33.51244","34.48969","34.01761","34.59136","38.96942","40.21547","42.52317","43.2794","","44.94987","45.94476","","","","48.97389","","58.52291","62.02187","66.63893","","","",
